query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
2167,0.4887,251.0126,320.2554,571.2680,AHYXCADWVNCRQE,2346,CELIN,,,O[C@@H]1[C@@H](O)[C@@H](SCCOC(C2=C(O)C=CC=C2)=O)O[C@@]([C@@](NC([C@@H]3C[C@@H](CCC)CN3C)=O)([H])[C@@H](C)OC)([H])[C@@H]1O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,Aminoglycosides,Aminosugars and aminoglycosides,Carbohydrates
2168,0.6246,0.0003,148.0867,148.0870,MVPKIPGHRNIOPT,271439,"5,6-dimethyl-2H-benzotriazole",,,Cc1cc2c(cc1C)nn[nH]2,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,,Benzotriazoles,,,Alkaloids
2169,0.5494,116.0232,136.0868,252.1100,OFEZSBMBBKLLBJ,139393,Cordycepin,,,NC1=NC=NC2=C1N=C[N]2[C@@H]3O[C@H](CO)C[C@H]3O,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 3'-deoxyribonucleosides,Purine 3'-deoxyribonucleosides,Purine nucleosides,Nucleosides,Carbohydrates
2170,0.3145,12.8330,267.2790,280.1120,JNCSIWAONQTVCF,314308,"""Dibenz[a,h]acridine""",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2171,0.4090,309.0467,162.1023,471.1490,VCKPUUFAIGNJHC,54557,3_hydroxy_DL_kynurenine,,,NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,Aminoacids,Small peptides,Amino acids and Peptides
2172,0.2939,204.2349,122.0711,326.3060,BOWVQLFMWHZBEF,27820,N-Oleoylethanolamine,,,CCCCCCCC\C=C/CCCCCCCC(=O)NCCO,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
2173,0.3459,312.1163,113.0707,425.1870,KDLRVYVGXIQJDK,239504,"(2S,4R)-N-[2-chloranyl-1-[(2R,3R,4S,5R,6R)-6-methylsulfanyl-3,4,5-tris(oxidanyl)oxan-2-yl]propyl]-1-methyl-4-propyl-pyrrolidine-2-carboxamide",,,CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,Aminoglycosides,Aminosugars and aminoglycosides,Carbohydrates
2174,0.6271,0.0005,120.0555,120.0560,QRUDEWIWKLJBPS,274702,2H-benzotriazole,,,c1ccc2c(c1)[nH]nn2,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,,Benzotriazoles,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
2175,0.4090,370.2342,133.0758,503.3100,PSVXZQVXSXSQRO,23448,Undecaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
2176,0.7238,0.0003,135.0663,135.0660,FPVKHBSQESCIEP,2627,Pentostatin,,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,Organic compounds,Organoheterocyclic compounds,Imidazodiazepines,,Imidazodiazepines,,,Carbohydrates
2177,0.5357,46.0059,110.0711,156.0770,HNDVDQJCIGZPNO,245581,2-amino-3-(3H-imidazol-4-yl)propanoic acid,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2178,0.4090,395.0091,109.0759,504.0850,NIFKBBMCXCMCAO,275271,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoic acid methyl ester",,,O=C(Nc1nc(cc(OC)n1)OC)NS(=O)(=O)c2cc(CNS(C)(=O)=O)ccc2C(=O)OC,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Pyrimidinyl-2-sulfonylureas,,,Alkaloids
2179,0.6259,0.0002,119.0602,119.0600,BAXOFTOLAUCFNW,274429,1H-indazole,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2180,0.6296,0.0001,134.0711,134.0710,CMGDVUCDZOBDNL,249029,4-methyl-2H-benzotriazole,,,n1nc2c(cccc2[nH]1)C,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,,Benzotriazoles,,Anthranilic acid alkaloids,Alkaloids
2181,0.3041,20.5471,111.5189,132.0660,ZGXJTSGNIOSYLO,305347,5-AMINOLEVULINIC ACID,,,NCC(=O)CCC(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Delta amino acids and derivatives,Amino fatty acids; Aminoacids,Small peptides; Fatty Acids and Conjugates,Amino acids and Peptides; Fatty acids
2182,0.3125,85.1385,200.2005,285.3390,RLGQACBPNDBWTB,270224,hexadecyl(trimethyl)azanium,,,CCCCCCCCCCCCCCCC[N+](C)(C)C,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Tetraalkylammonium salts,Hydrocarbons,Fatty acyls,Fatty acids
2183,0.5774,433.1787,138.1023,571.2810,DZKBRKKSFHBYIN,212960,"(1R,4R)-bis((1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0(2,4)]nonan-7-yl) 1-phenyl-1,2,3,4-tetrahydronaphthalene-1,4-dicarboxylate",,,O=C(OC1CC2N(C)C(C1)C3OC32)C4C=5C=CC=CC5C(C(=O)OC6CC7N(C)C(C6)C8OC87)(C=9C=CC=CC9)CC4,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids and derivatives,Tropane alkaloids,Ornithine alkaloids,Alkaloids
2184,0.4090,300.2635,327.2135,627.4770,DCBSHORRWZKAKO,24981,Glycerol 1-myristate,,,CCCCCCCCCCCCCC(=O)OCC(CO)O,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,1-monoacylglycerols,Monoacylglycerols,Glycerolipids,Fatty acids
2185,0.4127,330.1937,127.0863,457.2800,KWBWRZRXYOWOGQ,5329,"Acyl-sugar G3:18:0(6,7,5)",,,OC(C(OC(CC(C)C)=O)O1)C(OC(CCC(C)C)=O)C(OC(CCC(C)CC)=O)C1CO,,,,,,Acyclic monoterpenoids,Monoterpenoids,Terpenoids
2186,0.5546,45.9808,110.0962,156.0770,HNDVDQJCIGZPNO,306472,HISTIDINE,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2187,0.5284,47.0266,135.0914,182.1180,SQVIAVUSQAWMKL,258656,Etilefrine|3-[2-(ethylamino)-1-hydroxyethyl]phenol,,,CCNCC(O)c1cccc(O)c1,Organic compounds,Benzenoids,Phenols,1-hydroxy-4-unsubstituted benzenoids,1-hydroxy-4-unsubstituted benzenoids,Phenylethylamines,Tyrosine alkaloids,Alkaloids
2188,0.4090,251.3349,316.2241,567.5590,KZTJQXAANJHSCE,44044,Cer(d18:0/18:0),,,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](CCCCCCCCCCCCCCC)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides,Ceramides,Spingolipids,Fatty acids
2189,0.6246,0.0004,148.0866,148.0870,MVPKIPGHRNIOPT,271439,"5,6-dimethyl-2H-benzotriazole",,,Cc1cc2c(cc1C)nn[nH]2,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,,Benzotriazoles,,,Alkaloids
2190,0.3459,158.9832,145.0758,304.0590,AFLDFEASYWNJGX,20419,Iofetamine hydrochloride116316-03-1,,,CC(C)NC(C)Cc1ccc(I)cc1.Cl,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids (transamidation),Alkaloids
2191,0.6253,0.0001,173.1071,173.1070,CFTOTSJVQRFXOF,61222,Tryptoline,,,C1Cc2c(CN1)[nH]c3ccccc23,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyridoindoles,Beta carbolines,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
2192,0.5542,46.0311,188.1179,234.1490,DVBDYPDVNRJKNJ,237683,4-(2-ethyl-6-methylphenyl)-5-methylmorpholin-3-one,,,O=C2N(c1c(cccc1C)CC)C(C)COC2,Organic compounds,Organoheterocyclic compounds,Oxazinanes,Morpholines,Phenylmorpholines,,Ornithine alkaloids,Alkaloids
2193,0.2939,204.2339,122.0711,326.3050,BOWVQLFMWHZBEF,25666,N-Oleoylethanolamine,,,CCCCCCCC\C=C/CCCCCCCC(=O)NCCO,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
2194,0.4505,108.0227,162.1023,270.1250,VTNQPKFIQCLBDU,274545,2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,,,CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides,,,
2195,0.7204,0.0002,121.0758,121.0760,PXXJHWLDUBFPOL,270424,benzenecarboximidamide,,,NC(=N)c1ccccc1,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives,,,
2196,0.6246,0.0001,136.1119,136.1120,LRTFPLFDLJYEKT,237650,4-propan-2-ylaniline,,,c1(C(C)C)ccc(N)cc1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes,Cumenes,Menthane monoterpenoids,Monoterpenoids,Terpenoids
2197,0.4090,324.2035,111.0915,435.2950,SCABKEBYDRTODC,265703,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
2198,0.5837,88.9999,125.1071,214.1070,YRYOXRMDHALAFL,3928,N-(3-Oxohexanoyl)-L-homoserine lactone,,,O=C(N[C@@H]1C(OCC1)=O)CC(CCC)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
2199,0.4090,320.1258,177.1132,497.2390,OMYMRCXOJJZYKE,54965,6_hydroxy_melatonin,,,COc1cc2c(CCNC(=O)C)c[nH]c2cc1O,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,Hydroxyindoles,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
2200,0.5784,166.0517,138.1023,304.1540,STECJAGHUSJQJN,267548,(-)-Scopolamine,,,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Tropane alkaloids,Ornithine alkaloids,Alkaloids
2201,0.5284,15.9730,137.0820,153.0550,WHSXTWFYRGOBGO,306751,3-METHYLSALICYLIC ACID,,,CC1=C(C(=CC=C1)C(=O)O)O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Salicylic acids,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
2202,0.6246,0.0003,112.0867,112.0870,NTYJJOPFIAHURM,28751,HISTAMINE,,,NCCC1=CNC=N1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,2-arylethylamines,Imidazole alkaloids,Histidine alkaloids,Alkaloids
2203,0.5546,46.0059,110.0711,156.0770,HNDVDQJCIGZPNO,306472,HISTIDINE,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2204,0.4090,391.0143,113.0707,504.0850,NIFKBBMCXCMCAO,248243,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoic acid methyl ester",,,O=C(Nc1nc(cc(OC)n1)OC)NS(=O)(=O)c2cc(CNS(C)(=O)=O)ccc2C(=O)OC,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Pyrimidinyl-2-sulfonylureas,,,Alkaloids
2205,0.4090,413.2999,111.0201,524.3200,XKMLYUALXHKNFT,308656,5'-GTP,,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside triphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
2206,0.3041,30.5257,102.5353,133.0610,DCXYFEDJOCDNAF,306269,ASPARAGINE,,,C([C@@H](C(=O)O)N)C(=O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Asparagine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2207,0.5905,0.0006,159.0914,159.0920,KQSABULTKYLFEV,263243,"naphthalene-1,5-diamine",,,NC1=CC=CC2=C(N)C=CC=C12,Organic compounds,Benzenoids,Naphthalenes,,Naphthalenes,,,
2208,0.6045,0.0007,174.1023,174.1030,FMKMKBLHMONXJM,264318,5-methyl-2-phenylpyrazol-3-amine,,,CC1=NN(C(N)=C1)C1=CC=CC=C1,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
2209,0.4090,320.1260,173.0820,493.2080,DZTHIGRZJZPRDV,56194,N_Acetyl_L_tryptophan,,,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Dipeptides,Small peptides,Amino acids and Peptides
2210,0.4090,285.1344,151.0976,436.2320,KKEKLEUWEJUCRA,18556,"2-(2,6-dimethoxy-4-prop-2-enylphenoxy)-1-(3,4,5-trimethoxyphenyl)propan-1-ol [IIN-based: Match]",,,COC1=CC(CC=C)=CC(OC)=C1OC(C)C(O)C2=CC(OC)=C(OC)C(OC)=C2,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Neolignans,Lignans,Shikimates and Phenylpropanoids
2211,0.3459,158.9832,145.0758,304.0590,AFLDFEASYWNJGX,20419,Iofetamine hydrochloride116316-03-1,,,CC(C)NC(C)Cc1ccc(I)cc1.Cl,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids (transamidation),Alkaloids
2212,0.2943,0.4971,122.5469,123.0440,IAVREABSGIHHMO,5390,3-HYDROXYBENZALDEHYDE - 20.0 eV,,,C1=CC(=CC(=C1)O)C=O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Hydroxybenzaldehydes,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
2213,0.4090,307.3979,316.2241,623.6220,SXPRAKSDHOEHIG,39392,Cer(d18:0/22:0),,,CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](CCCCCCCCCCCCCCC)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Ceramides,Ceramides,Spingolipids,Fatty acids
2214,0.7092,0.0007,174.1023,174.1030,FMKMKBLHMONXJM,264611,5-methyl-2-phenylpyrazol-3-amine,,,CC1=NN(C(N)=C1)C1=CC=CC=C1,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
2215,0.3459,249.2556,147.0914,396.3470,UMOAAMQGRRCHPA,251913,(2S)-4-methyl-2-[[(Z)-octadec-9-enoyl]amino]pentanoic acid,,,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,N-acyl amines,Fatty amides,Fatty acids
2216,0.5284,122.0387,162.1023,284.1410,WVQBLGZPHOPPFO,314271,Metolachlor,,,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides,,,
2217,0.7570,0.0002,121.0758,121.0760,PXXJHWLDUBFPOL,270424,benzenecarboximidamide,,,NC(=N)c1ccccc1,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives,,,
2218,0.4090,370.2312,133.0758,503.3070,PSVXZQVXSXSQRO,24532,Undecaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
2219,0.6095,89.0253,125.0817,214.1070,YRYOXRMDHALAFL,3928,N-(3-Oxohexanoyl)-L-homoserine lactone,,,O=C(N[C@@H]1C(OCC1)=O)CC(CCC)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
2220,0.4090,279.3080,369.2770,648.5850,NAACPBBQTFFYQB,37155,CE(18:2),,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Cholesteryl esters,Cholestane steroids,Steroids,Terpenoids
2221,0.5286,249.0432,136.0868,385.1300,ZJUKTBDSGOFHSH,243025,KNA00315 S-Adenosyl-L-homocysteine|S-Adenosylhomocysteine,,,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,Purine nucleosides,Nucleosides,Carbohydrates
2222,0.4090,340.0483,113.0707,453.1190,PXDNXJSDGQBLKS,240557,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-formamido-N,N-dimethyl-benzamide",,,O=C(Nc1nc(OC)cc(OC)n1)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Pyrimidinyl-2-sulfonylureas,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
2223,0.5364,46.0059,110.0711,156.0770,HNDVDQJCIGZPNO,6385,L-HISTIDINE - 20.0 eV,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2224,0.3041,44.0037,111.0663,155.0700,XQDNFAMOIPNVES,306221,"""3,5-DIMETHOXYPHENOL""",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2225,0.6246,0.0003,148.0867,148.0870,MVPKIPGHRNIOPT,271439,"5,6-dimethyl-2H-benzotriazole",,,Cc1cc2c(cc1C)nn[nH]2,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,,Benzotriazoles,,,Alkaloids
2226,0.3302,324.2035,111.0915,435.2950,SCABKEBYDRTODC,262775,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
2227,0.6237,0.0003,112.0867,112.0870,NTYJJOPFIAHURM,313430,Histamium,,,NCCC1=CNC=N1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,2-arylethylamines,Imidazole alkaloids,Histidine alkaloids,Alkaloids
2228,0.7729,0.0007,135.0663,135.0670,SYMHUEFSSMBHJA,67663,6-Methylpurine,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2229,0.3775,59.0295,135.0915,194.1210,JWZZKOKVBUJMES,25180,Isoproterenol,,,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Organic compounds,Benzenoids,Phenols,Benzenediols,Catechols,Phenylethylamines,Tyrosine alkaloids,Alkaloids
2230,0.5279,71.9742,318.2398,390.2140,WNMJYKCGWZFFKR,249082,"N-[3-[(4-amino-6,7-dimethoxyquinazolin-2-yl)-methylamino]propyl]oxolane-2-carboxamide",,,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolinamines,Polyamines,Ornithine alkaloids,Alkaloids
2231,0.6086,117.0319,125.1071,242.1390,FXCMGCFNLNFLSH,251740,3-oxo-N-(2-oxooxolan-3-yl)octanamide,,,O=C(N[C@@H]1C(OCC1)=O)CC(CCCCC)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
2232,0.4090,285.1344,151.0976,436.2320,KKEKLEUWEJUCRA,18556,"2-(2,6-dimethoxy-4-prop-2-enylphenoxy)-1-(3,4,5-trimethoxyphenyl)propan-1-ol [IIN-based: Match]",,,COC1=CC(CC=C)=CC(OC)=C1OC(C)C(O)C2=CC(OC)=C(OC)C(OC)=C2,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Neolignans,Lignans,Shikimates and Phenylpropanoids
2233,0.4090,259.1198,177.1132,436.2330,KKEKLEUWEJUCRA,13377,"2-(2,6-dimethoxy-4-prop-2-enylphenoxy)-1-(3,4,5-trimethoxyphenyl)propan-1-ol",,,COC1=CC(CC=C)=CC(OC)=C1OC(C)C(O)C2=CC(OC)=C(OC)C(OC)=C2,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Neolignans,Lignans,Shikimates and Phenylpropanoids
2234,0.3302,323.7761,111.5189,435.2950,SCABKEBYDRTODC,265703,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
2235,0.3161,55.9907,289.1533,345.1440,JAQGKXUEKGKTKX,23915,Tyr-Tyr,,,C1=CC(=CC=C1C[C@@H](C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)N)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
2236,0.5284,15.9730,137.0820,153.0550,WHSXTWFYRGOBGO,303550,3-METHYLSALICYLIC ACID,,,CC1=C(C(=CC=C1)C(=O)O)O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Salicylic acids,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
2237,0.8284,0.0006,267.1714,267.1720,HRKAMJBPFPHCSD,274904,phosphoric acid triisobutyl ester,,,CC(C)COP(=O)(OCC(C)C)OCC(C)C,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Trialkyl phosphates,,,Fatty acids
2238,0.6232,0.0001,149.1071,149.1070,MYKUKUCHPMASKF,275512,3-(2-Pyrrolidinyl)pyridine,,,c1cc(cnc1)C2CCCN2,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyrrolidinylpyridines,Pyrrolidinylpyridines,Pyridine alkaloids; Pyrrolidine alkaloids,Ornithine alkaloids; Nicotinic acid alkaloids,Alkaloids
2239,0.4090,279.3079,369.2771,648.5850,NAACPBBQTFFYQB,37155,CE(18:2),,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Cholesteryl esters,Cholestane steroids,Steroids,Terpenoids
2240,0.5923,0.0007,150.1023,150.1030,KPMMRZPKAYBHME,251585,Cyprodinil-TP CGA 249287|4-Cyclopropyl-6-methyl-2-pyrimidinamine|4-cyclopropyl-6-methylpyrimidin-2-amine,,,CC1=NC(N)=NC(=C1)C1CC1,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
2241,0.6232,0.0001,243.1351,243.1350,RTRQQBHATOEIAF,7865,Acadesine,,,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,Organic compounds,"Nucleosides, nucleotides, and analogues",Imidazole ribonucleosides and ribonucleotides,,Imidazole ribonucleosides and ribonucleotides,,Nucleosides,Carbohydrates
2242,0.3196,147.0260,146.0710,293.0970,KCXVZYZYPLLWCC,27387,Ethylenediaminetetraacetic acid,,,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2243,0.4090,786.3891,176.1179,962.5070,JOOSAYNHLJGJCN,23158,Hypothallin,,,CC(C)C[C@H](NC(=O)c1ccccc1)C(=O)OC[C@@H](NC(=O)c1ccccc1)Cc1ccccc1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,,,Alkaloids
2244,0.8408,0.0004,120.0806,120.0810,LPAGFVYQRIESJQ,313913,Indolin,,,C1CC2=CC=CC=C2N1,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolines,Indolines,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
2245,0.4090,324.2287,111.0663,435.2950,SCABKEBYDRTODC,262775,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
