query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
332,0.2100,29.2803,353.2683,323.9880,LJOZMWRYMKECFF,2-iodo-N-phenylbenzamide,IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,1789.8250,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides,,,Shikimates and Phenylpropanoids
333,0.2244,188.6316,353.2684,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1868.4770,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
334,0.4090,309.9444,354.1756,664.1200,BAWFJGJZGIEFAR,KNA00203 NAD+|NAD|Nicotinamide adenine dinucleotide|DPN|Diphosphopyridine nucleotide|Nadide,NC(=O)c(c5)c[n+1](cc5)C(O1)C(O)C(O)C(COP(O)(=O)OP(O)(=O)OCC(O2)C(O)C(O)C2n(c4)c(n3)c(n4)c(N)nc3)1,894.1770,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
335,0.2103,202.6166,355.2834,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,1914.7580,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
336,0.2158,186.6162,355.2838,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1928.5960,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
337,0.4090,132.0121,357.1329,489.1450,VSAFJVVYQJLSNT,"{2-[(3,4-dimethoxyphenyl)sulfonyl](3-1,2,3,4-tetrahydroisoquinolyl)}-N-(4-meth ylphenyl)carboxamide",COc1ccc(S(=O)(=O)N2Cc3ccccc3CC2C(=O)Nc2ccc(C)cc2)cc1OC,772.4750,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,,Alkaloids
338,0.4090,132.0121,357.1329,489.1450,VSAFJVVYQJLSNT,"{2-[(3,4-dimethoxyphenyl)sulfonyl](3-1,2,3,4-tetrahydroisoquinolyl)}-N-(4-meth ylphenyl)carboxamide",COc1ccc(S(=O)(=O)N2Cc3ccccc3CC2C(=O)Nc2ccc(C)cc2)cc1OC,683.1820,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,,Alkaloids
339,0.4090,105.9470,357.1330,463.0800,JDOFZOKGCYYUER,Luteolin-3'-D-glucuronide,O=C(O)C1OC(OC=2C=C(C=CC2O)C=3OC=4C=C(O)C=C(O)C4C(=O)C3)C(O)C(O)C1O,871.4610,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glucuronides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
340,0.9248,0.0004,357.2996,357.3000,RZRNAYUHWVFMIP,Monoolein,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,1975.0360,,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,1-monoacylglycerols,Monoacylglycerols,Glycerolipids,Fatty acids
341,0.4090,181.0047,359.1333,540.1380,VSHCMWFKVGZKHC,"2-phenoxyethyl 4-(3-bromo-4-methoxyphenyl)-2,7,7-trimethyl-5-oxo-1,4,6,7,8-pen tahydroquinoline-3-carboxylate",COc1ccc(C2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc1Br,578.7310,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
342,0.2244,104.7575,359.2425,464.0000,MFQWIJBVEAJAIA,discorhabdin C isomer (+2),O=C(C1=C2C3(CC(Br)C(C(Br)=C3)=O)C=CN1)C4=C5C2=[NH+]CCC5=CN4,1592.0510,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
343,0.2939,43.8772,360.2378,404.1150,OZRWKLUUAAPPEB,"9-ethyl-8-{[5-methyl-2-(2-methylphenyl)(1,3-oxazol-4-yl)]methylthio}hydropurin -6-one",CCn1c(SCc2nc(-c3ccccc3C)oc2C)nc2c(O)ncnc21,1464.6580,,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles,"Phenyl-1,3-oxazoles",,,Alkaloids
344,0.2939,12.2477,360.3257,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,2020.4240,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
345,0.2244,179.6465,362.2535,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1568.7290,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
346,0.2939,49.7502,362.2898,412.0400,DAEAPNUQQAICNR,2'-DEOXYADENOSINE 5'-DIPHOSPHATE,C1=NC3=C([N]1C2OC(CO[P](O[P](=O)(O)O)(=O)O)C(C2)O)N=CN=C3N,1550.3480,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,Purine 2'-deoxyribonucleoside diphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
347,0.2944,549.9978,365.1932,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1467.1810,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
348,0.3426,549.9613,365.2297,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1496.7530,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
349,0.2939,1143.2111,367.2089,1510.4200,STTJBBWRTRUGII,Siomycin_B,O=C(C(NC(C1=CSC([C@]2(CCC(C3=NC(C(N)=O)=CS3)=N[C@@H]2C4=CSC(C(NC(C5=CSC(C(NC6=O)[C@@](C)([C@H](O)C)O)=N5)=O)[C@H](OC(C7=NC8=C(C([C@H](O)C)=C7)C=C[C@@H](N[C@H](C(NC(C(NC(C(N[C@]9(C)[H])=O)=C)=O)=C)=O)C(C)C)[C@@H]8O)=O)C)=N4)NC9=O)=N1)=O)C(O)C)N/C(C%10=N[C@@H]6CS%10)=C\C,1568.7290,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,,,
350,0.4090,401.3145,367.2455,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,1552.2960,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
351,0.2939,20.8177,369.1177,348.3000,LNQVTSROQXJCDD,AMP 3'-phosphate,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)OP(=O)(O)O)O,758.9680,,Organic compounds,"Nucleosides, nucleotides, and analogues",Ribonucleoside 3'-phosphates,,Ribonucleoside 3'-phosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
352,0.2939,275.6693,369.1177,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,556.1310,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
353,0.2939,120.0122,369.1178,489.1300,GLACGTLACKLUJX,Agnuside,O=C(OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12)C4=CC=C(O)C=C4,679.9530,,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
354,0.2650,187.6051,370.2949,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,1882.8420,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
355,0.2653,187.6050,370.2950,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,1868.4770,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
356,0.4090,114.9274,371.1486,486.0760,JCQYRYKNJKGRHC,"8-{[2-(4-chlorophenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-(4-methylphenyl )hydropurin-6-one",Cc1ccc(-n2c(SCc3nc(-c4ccc(Cl)cc4)oc3C)nc3c(O)ncnc32)cc1,1097.7200,,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Phenylimidazoles,,,Alkaloids
357,0.2939,169.5758,372.2742,541.8500,NKKVXFCUOMIOAF,Discorhabdin,O=C1C2=C(C3(CC(Br)C(C(Br)=C3)=O)C=CN2)C4=[NH+]CCC5=C(Br)NC1=C45,1308.5700,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
358,0.2244,12.9024,372.3106,385.2130,ALVMBOBHRDRYNC,N-cyclohexyl-2-(N-(furan-2-ylmethyl)acetamido)-2-(4-methoxyphenyl)acetamide,COc3ccc(C(C(=O)NC1CCCCC1)N(Cc2ccco2)C(C)=O)cc3,1927.9510,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,,,
359,0.4090,291.9871,373.1279,665.1150,USXIYWCPCGVOKF,Hectochlorin,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O,670.8130,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
360,0.4090,462.4658,374.1442,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,816.5460,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
361,0.2939,289.7908,374.3262,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1974.5160,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
362,0.4090,289.0252,375.0918,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,527.2700,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
363,0.4090,74.9475,375.1435,450.0910,GWPFFRCJJVYBJB,"methylethyl 4-(3-bromo-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-1,4,6,7,8-pen tahydroquinoline-3-carboxylate",COc1cc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CCC3)cc(Br)c1O,681.8950,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Polyketides
364,0.4090,212.9924,375.1436,588.1360,AZFAUORCPLFXHF,"cyclohexyl 4-(3-bromo-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-7-phenyl-1,4,6 ,7,8-pentahydroquinoline-3-carboxylate",COc1cc(C2C(C(=O)OC3CCCCC3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1O,931.9710,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
365,0.2939,288.9047,375.2123,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,795.3720,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
366,0.3302,539.9409,375.2501,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1882.8420,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
367,0.2939,393.3097,375.2503,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,1868.4770,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
368,0.2939,5.9387,377.2643,383.2030,JMRQLMOQNRXVDP,PyroGlu-Pro-Arg,C1CC(N(C1)C(=O)C2CCC(=O)N2)C(=O)NC(CCCN=C(N)N)C(=O)O,1063.0270,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Dipeptides; Tripeptides,Small peptides,Amino acids and Peptides
369,0.2939,50.7712,377.2658,428.0370,WHTCPDAXWFLDIH,"""ADENOSINE 3',5'-DIPHOSPHATE""",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,1928.5960,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,"Purine ribonucleoside 3',5'-bisphosphates",Purine nucleos(t)ides,Nucleosides,Carbohydrates
370,0.4090,537.9251,377.2659,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1914.1420,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
371,0.4090,535.9094,379.2816,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1973.2220,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
372,0.4090,521.0438,381.1152,902.1590,SHJSMZQAXRYSOA,alphahydroxyphenyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(O)C4=CC=CC=C4,580.0140,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
373,0.2944,517.0463,381.1177,898.1640,JVNVHNHITFVWIX,cinnamoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)/C=C/C4=CC=CC=C4,1020.2230,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
374,0.4090,456.5056,381.2244,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1592.7270,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
375,0.4090,454.8518,381.2972,836.1490,KFWWCMJSYSSPSK,"2,3-butenoyl CoA",O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)/C=C/C,2026.8150,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
376,0.4090,144.9294,383.1486,528.0780,VBCVPMMZEGZULK,"methyl (4aS)-7-chloro-2-[methoxycarbonyl-[4-(trifluoromethoxy)phenyl]carbamoyl]-3,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate",COC(=O)N(C(=O)N1CO[C@]2(CC3=CC(Cl)=CC=C3C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1,1173.7010,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylcarbamic acid esters,Phenylcarbamic acid esters,,,Alkaloids
377,0.4090,305.8514,383.1486,689.0000,USXIYWCPCGVOKF,Hectochlorin,C[C@H]1[C@@H](OC(=O)C2=CSC(=N2)[C@H](C(OC(=O)C3=CSC(=N3)[C@@H](OC1=O)C(C)(C)O)(C)C)OC(=O)C)CCCC(C)(Cl)Cl,1377.5380,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
378,0.5737,0.0007,384.1147,384.1140,SWVUHHODQJZXJH,6-methyl-4-[(1-methyl-5-phenylimidazol-2-ylthio)methyl]hydroquinolin-2-one,Cc1ccc2nc(O)cc(CSc3ncc(-c4ccccc4)n3C)c2c1,420.5280,,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Phenylimidazoles,,Tryptophan alkaloids,Alkaloids
379,0.2939,272.8718,386.2382,659.1100,IVOMOUWHDPKRLL,"KNA00430 3',5'-Cyclic AMP|Cyclic adenylic acid|Cyclic AMP|Adenosine 3',5'-phosphate|cAMP",Nc(n4)c(n3)c(nc4)n(c3)[C@H](O1)[C@H](O)[C@H](O2)[C@@H](COP(O)(=O)2)1,908.5940,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,"3',5'-cyclic purine nucleotides",Purine nucleos(t)ides,Nucleosides,Carbohydrates
380,0.4090,84.0158,387.0742,471.0900,CIAXXTSXVCLEJK,Rhodionin,O=C1C(O)=C(OC2=C(O)C(OC3OC(C)C(O)C(O)C3O)=CC(O)=C12)C=4C=CC(O)=CC4,928.6400,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
381,0.4090,120.8375,387.1435,507.9810,HUCGRJSHMZWRQQ,glucoalyssin,O=S(=O)(O)O\N=C(/S[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CCCCCS(=O)C,1096.3570,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Alkylglucosinolates,Glucosinolates,Amino acid glycosides,Amino acids and Peptides
382,0.4090,356.0385,387.1435,743.1820,JDAPIOVVXOAJOM,"BML00119 2-(3,4-diacetyloxyphenyl)-4-oxo-7-[3,4,5-triacetyloxy-6-(acetyloxymethyl)(2H-3 ,4,5,6-tetrahydropyran-2-yloxy)]chromen-5-yl acetate",CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,931.9710,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
383,0.4090,461.1802,388.1599,849.3400,BXIPALATIYNHJN,Dimethylacryloyl-CoA,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C,948.9090,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
384,0.2939,255.6431,389.1439,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,614.4420,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
385,0.2939,22.3104,391.2184,368.9080,UTUCNPNGMNEWGE,8-bromo-6-chloro-2-(2-chlorophenyl)chromen-4-one,O=c1cc(-c2ccccc2Cl)oc2c(Br)cc(Cl)cc12,570.3920,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
386,0.4090,114.8808,393.1152,507.9960,ZKHQWZAMYRWXGA,Adenosine 5'-triphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,948.9090,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside triphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
387,0.4090,347.3844,397.1256,744.5100,XJLXINKUBYWONI,Coenzyme II Sodium Salt,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,931.9710,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
388,0.4090,78.9792,397.1278,476.1070,LJEOYORKUIBZCG,"oxolan-2-ylmethyl 4-(5-bromo-2-methoxyphenyl)-2-methyl-5-oxo-1,4,6,7,8-pentahy droquinoline-3-carboxylate",COc1ccc(Br)cc1C1C(C(=O)OCC2CCCO2)=C(C)NC2=C1C(=O)CCC2,1256.8060,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Polyketides
389,0.4090,111.0238,401.1592,512.1830,FNOWZTMNFWPNII,"ethyl 7-(4-chlorophenyl)-2-methyl-5-oxo-4-(3,4,5-trimethoxyphenyl)-1,4,6,7,8-p entahydroquinoline-3-carboxylate",CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1cc(OC)c(OC)c(OC)c1,702.0320,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
390,0.4090,76.8888,401.1592,478.0480,VOPZLUKSHXKZKA,"ethyl 6-bromo-5-methoxy-1-phenyl-2-(1,2,3,4-tetraazolylmethyl)indole-3-carboxy late",CCOC(=O)c1c(Cn2cnnn2)n(-c2ccccc2)c2cc(Br)c(OC)cc12,1018.8330,,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolecarboxylic acids and derivatives,Indolecarboxylic acids and derivatives,,Tryptophan alkaloids,Alkaloids
391,0.4090,44.0269,403.1021,447.1290,NLZCOTZRUWYPTP,Acacetin-7-Glucoside,O=C1C=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=CC(OC)=CC4,1320.8540,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
