query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
350,0.5883,0.0005,367.2455,367.2460,PHYRFZDJEDWWKT,357,Kalkitoxin,,,CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Open-chain polyketides,Linear polyketides,Polyketides
351,0.6337,285.0123,369.1177,654.1300,MACFXELYCBWKGT,294571,"[(2R,3R,4S,5R,6S)-3-hydroxy-2-(hydroxymethyl)-5,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-4-yl] 3,4,5-trihydroxybenzoate",,,OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@@H]1O,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
352,0.7889,0.0003,369.1177,369.1180,RAGZUCNPTLULOL,253436,Feruloyl quinic acid,,,COC1=C(O)C=CC(=C1)\C=C\C(=O)O[C@@H]2C[C@](O)(C[C@@H](O)[C@@H]2O)C(O)=O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Quinic acids and derivatives,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
353,0.7256,354.1312,369.1178,723.2490,JYVLOGILHBWLAE,290215,"[(2S,3S,4R,5R,6S)-6-[[(1aS,1bS,2S,5aR,6S,6aS)-1a-(hydroxymethyl)-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,5a,6,6a-tetrahydro-1bH-oxireno[5,6]cyclopenta[1,3-c]pyran-6-yl]oxy]-4,5-diacetyloxy-2-methyloxan-3-yl] (E)-3-phenylprop-2-enoate",,,C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(=O)\C=C\C6=CC=CC=C6,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
354,0.5554,65.0489,370.2949,305.2460,SKIQVURLERJJCK,27515,"8S-Hydroxy-9E,11Z,14Z-eicosatrienoic acid",,,CCCCC/C=C\C/C=C\C=C\[C@H](CCCCCCC(=O)O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatrienoic acids,Hydroxy-hydroperoxyeicosatrienoic acids,Eicosanoids,Fatty acids
355,0.5284,48.0210,370.2950,322.2740,HBJXRRXWHSHZPU,24374,.alpha.-Linolenoyl ethanolamide,,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)NCCO,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
356,0.7191,460.1434,371.1486,831.2920,JKLAVFMVEROOKJ,290120,"[(2S,3S,4S,5R,6S)-6-[[(1aS,2S,6S,6aS)-1a-(hydroxymethyl)-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,5a,6,6a-tetrahydro-1bH-oxireno[5,6]cyclopenta[1,3-c]pyran-6-yl]oxy]-5-hydroxy-2-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl] (E)-3-(4-methoxyphenyl)prop-2-enoate",,,COC1=CC=C(\C=C\C(=O)O[C@H]2[C@H](C)O[C@@H](O[C@H]3C4\C=C/O[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4[C@@]6(CO)O[C@@H]36)[C@H](O)[C@@H]2O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C=C1,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
357,0.5545,131.0612,372.2742,241.2130,RWIPSJUSVXDVPB,5358,methyl (Z)-tetradec-9-enoate,,,CCCCC=CCCCCCCCC(=O)OC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
358,0.5292,39.0316,372.3106,333.2790,LKBDTOYINRNCSY,27199,.omega.-3 Arachidonic acid ethyl ester,,,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Wax monoesters,Fatty esters,Fatty acids
359,0.5604,128.0611,373.1279,501.1890,NNOMPFCNQCRAIO,282054,"3-[7-hydroxy-8-(2-hydroxypropan-2-yl)-11-methoxy-4,5a,9-trimethyl-1-oxo-3,6,7,8,9a,10-hexahydro-[2]benzofuro[5,6-b]chromen-9-yl]propanoic acid",,,COC1=C2CC3C(C)(CC(O)C(C(C)(C)O)C3(C)CCC(O)=O)OC2=C(C)C4=C1C(=O)OC4,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
360,0.6337,371.0868,374.1442,745.2310,XTDOKCBBQODVJW,289645,scropolioside D,,,C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(C)=O)[C@H](OC(=O)\C=C\C6=CC=CC=C6)[C@H]1OC(C)=O,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
361,0.5281,35.0372,374.3262,339.2890,RZRNAYUHWVFMIP,26986,Monoelaidin,,,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,1-monoacylglycerols,Monoacylglycerols,Glycerolipids,Fatty acids
362,0.5485,109.0132,375.0918,484.1050,CNURKUNYCXCBEK,283052,karakin,,,O=C(CC[N+](=O)[O-])OC[C@H]1O[C@@H](OC(=O)CC[N+](=O)[O-])[C@H](OC(=O)CC[N+](=O)[O-])[C@@H](O)[C@@H]1O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,,,
363,0.5529,115.0275,375.1435,490.1710,IAVJHQVGTRSIOM,288532,"[(4E)-7-acetyloxy-6-hydroxy-2-methyl-10-oxo-2,3,6,7,8,9-hexahydrooxecin-3-yl] (E)-but-2-enoate",,,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acid glycosides,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
364,0.7770,0.0004,375.1436,375.1440,MIJKZXWOOXIEEU,282391,Diffractaic Acid,,,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,,Depsides and depsidones,Depsides and depsidones,Aromatic polyketides,Polyketides
365,0.3459,41.9993,375.2123,333.2130,DHLXQJRATUXKKM,55740,GOLA_N6_2_5-amino-5-carboxypentyl amino -2-oxoethyl lysine,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
366,0.5494,17.9549,375.2501,393.2050,DZSDDKNXMARQMJ,2349,Lincomycin B,,,O[C@@H]1[C@@H](O)[C@@H](SC)O[C@@]([C@@](NC([C@@H]2C[C@@H](CC)CN2C)=O)([H])[C@H](O)C)([H])[C@@H]1O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,Aminoglycosides,Aminosugars and aminoglycosides,Carbohydrates
367,0.5526,115.9177,375.2503,491.1680,XTMCUUVQSGQNSI,288738,[5-ethenyl-3-hydroxy-4-(3-hydroxyprop-1-en-2-yl)-2-(3-methoxy-3-oxoprop-1-en-2-yl)-5-methylcyclohexyl] 4-acetyloxy-3-hydroxy-2-methylidenebutanoate,,,COC(=O)C(=C)C1C(O)C(C(=C)CO)C(C)(CC1OC(=O)C(=C)C(O)COC(C)=O)C=C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Elemane sesquiterpenoids,Elemane sesquiterpenoids,Sesquiterpenoids,Terpenoids
368,0.5503,198.1353,377.2643,179.1290,NLZVTPYXYXMCIP,26995,Ile-Pro-Lys,,,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)N,,,,,,Dipeptides; Tripeptides,Small peptides,Amino acids and Peptides
369,0.4276,282.1642,377.2658,659.4300,IGBVBNCWEWYJRK,3004,"""11,12-epoxy-3,7-cembratrien-2,4-olide""",,,C/C1=C\CCC2=C[C@@H](OC2=O)[C@H](C(C)C)CC[C@]3(C)[C@H](O3)CC1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,Cembrane diterpenoids,Diterpenoids,Terpenoids
370,0.4887,93.0061,377.2659,470.2720,IOFATHVLOIXNOR,62913,"{[1,4a-dimethyl-7-(methylethyl)(1,2,3,4,9,10,10a,4a-octahydrophenanthryl)]meth yl}[(4-methoxy-3-methylphenyl)sulfonyl]amine",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
371,0.5520,242.0224,379.2816,621.3040,LABWQTNVUKYYIP,288373,"(2R,3R,4S,5R,6R)-2-[[7-[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-ethenyl-2,4b,8,8-tetramethyl-4,4a,5,6,7,8a,9,10-octahydro-3H-phenanthren-3-yl]oxy]-6-methyloxane-3,4,5-triol",,,C[C@H]1O[C@@H](OC2CC3\C(=C/C2(C)C=C)CCC4C(C)(C)C(CCC34C)O[C@@H]5O[C@@H](CO)[C@H](O)[C@H]5O)[C@H](O)[C@@H](O)[C@H]1O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Diterpene glycosides,Pimarane and Isopimarane diterpenoids,Diterpenoids,Terpenoids
372,0.7315,0.0008,381.1152,381.1160,YQZGDKAOATWZIG,18031,"beta-D-Glucopyranoside, 2-(1,3-benzodioxol-5-yl)-3-hydroxypropyl",,,OCC(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2=CC3=C(OCO3)C=C2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,,Lignans,Shikimates and Phenylpropanoids
373,0.5284,38.9827,381.1177,342.1350,IQGMDSXKRPLDBE,254341,Feruloyl O-methyldehydrodopamine,,,COC1=CC(\C=C\NC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
374,0.5292,84.0914,381.2244,297.1330,LINOMUASTDIRTM,272455,"3,10-dihydroxy-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2`-oxirane]-4-one",,,CC1=CC2C(C(C1=O)O)(C3(CC(C(C34CO4)O2)O)C)CO,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Trichothecenes,Trichothecane sesquiterpenoids,Sesquiterpenoids,Terpenoids
375,0.5330,714.2428,381.2972,1095.5400,KJUYGRKBLRHDHL,104533,3-O-[alpha-L-rhamnopyranosyl(1->3)-beta-D-xylopyranosyl(1->2)-beta-D-glucuronopyranosyl]-28-O-beta-D-glucopyranosyl-oleanate,,,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(OC8OCC(O)C(O)C8O)C(OC9OC(C)C(O)C(O)C9O)C1O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
376,0.7142,0.0006,383.1486,383.1480,UTPBMRNHPNUBLT,16444,"1,3-Benzodioxole, 6-[4-(3,4-dimethoxyphenyl)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]-4-methoxy-",,,COC1=C(OC)C=C(C=C1)C2OCC3C2COC3C4=CC(=C5OCOC5=C4)OC,Organic compounds,"Lignans, neolignans and related compounds",Furanoid lignans,,Furanoid lignans,Furofuranoid lignans,Lignans,Shikimates and Phenylpropanoids
377,0.7413,0.0004,383.1486,383.1490,QIJIXAJOACZAFM,58472,methyl 2-[(3-ethoxy-4-propoxyphenyl)methylene]-3-oxobenzo[b]furan-5-carboxylat e,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
378,0.6282,84.0423,384.1147,468.1570,ZBYWPMOVCAPZIP,63005,"ethyl 7-(4-chlorophenyl)-4-(4-hydroxy-3-methoxyphenyl)-2-methyl-5-oxo-1,4,6,7, 8-pentahydroquinoline-3-carboxylate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
379,0.4090,146.1998,386.2382,532.4380,GHKOFFNLGXMVNJ,57049,"Didodecyl 3,3'-thiodipropionate [IIN-based on: CCMSLIB00003378404]",,,CCCCCCCCCCCCOC(CCSCCC(OCCCCCCCCCCCC)=O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
380,0.6329,140.1018,387.0742,527.1760,HKVGJQVJNQRJPO,289822,"(5Z)-4-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl]-5-ethylidene-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid",,,C/C=C1\C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)C1CC(=O)OCCc1ccc(O)c(O)c1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
381,0.6073,313.1375,387.1435,700.2810,ZJSJQWDXAYNLNS,14236,"2-[4-[(3S,3aR,6S,6aR)-6-[3-methoxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",,,COC1=CC(=CC=C1OC2OC(CO)C(O)C(O)C2O)[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4C5=CC=C(OC6OC(CO)C(O)C(O)C6O)C(OC)=C5,Organic compounds,"Lignans, neolignans and related compounds",Lignan glycosides,,Lignan glycosides,Furofuranoid lignans,Lignans,Shikimates and Phenylpropanoids
382,0.6270,336.1515,387.1435,723.2950,IIUWCHJZJFSKMD,1734,euphodendroidin F,,,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
383,0.6101,319.2251,388.1599,707.3850,YPZBTERWDWUANF,286987,"[2-[4-hydroxy-2,5-bis(hydroxymethyl)-3-(2-methylpropanoyloxy)oxolan-2-yl]oxy-6-(hydroxymethyl)-4,5-bis(2-methylpropanoyloxy)oxan-3-yl] decanoate",,,CCCCCCCCCC(=O)OC1C(OC2(CO)OC(CO)C(O)C2OC(=O)C(C)C)OC(CO)C(OC(=O)C(C)C)C1OC(=O)C(C)C,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,,,
384,0.4090,46.9161,389.1439,436.0600,WZPBZJONDBGPKJ,54122,Aztreonam_20eV,,,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N,Organic compounds,Organoheterocyclic compounds,Lactams,Beta lactams,Monobactams,Cephalosporins,β-lactams,Amino acids and Peptides
385,0.3459,98.1624,391.2184,293.0560,BLYXNIHKOMELAP,274216,"1,8-dinitropyrene",,,[O-][N+](=O)c4ccc2ccc1ccc([N+]([O-])=O)c3c1c2c4cc3,Organic compounds,Benzenoids,Pyrenes,,Pyrenes,,,
386,0.4892,122.0348,393.1152,515.1500,BSYHSWKTXMTFNF,132191,Picroside I,,,O=C(OC1C2OC2(CO)C3C(OC=CC13)OC4OC(CO)C(O)C(O)C4O)C=CC=5C=CC=CC5,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
387,0.5895,0.0004,397.1256,397.1260,VNXYHRRGEDIKJZ,19145,"2,3,8,9,10-pentamethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromene [IIN-based on: CCMSLIB00000847214]",,,COC1=CC2=C(OC3C2COC4=CC(OC)=C(OC)C=C34)C(OC)=C1OC,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Furanoisoflavonoids,Pterocarpans,Pterocarpan,Isoflavonoids,Shikimates and Phenylpropanoids
388,0.6911,476.1172,397.1278,873.2450,PUWABGDMLNVLAW,1645,camellikaempferoside A,,,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=C(O)C=C3)=C1O[C@H]4[C@H](OC(/C=C/C5=CC=C(O)C=C5)=O)[C@@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@@H](CO[C@H]7[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O7)O4,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
389,0.8913,0.0002,401.1592,401.1590,UTPBMRNHPNUBLT,286311,"6-[3-(3,4-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-4-methoxy-1,3-benzodioxole",,,COC1=C(OC)C=C(C=C1)C2OCC3C2COC3C4=CC(=C5OCOC5=C4)OC,Organic compounds,"Lignans, neolignans and related compounds",Furanoid lignans,,Furanoid lignans,Furofuranoid lignans,Lignans,Shikimates and Phenylpropanoids
390,0.8636,0.0002,401.1592,401.1590,ONDWGDNAFRAXCN,301670,aschantin,,,COC1=CC(=CC(OC)=C1OC)[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3C4=CC5=C(OCO5)C=C4,Organic compounds,"Lignans, neolignans and related compounds",Furanoid lignans,,Furanoid lignans,Furofuranoid lignans,Lignans,Shikimates and Phenylpropanoids
391,0.6099,27.9921,403.1021,375.1100,NBVTYGIYKCPHQN,141477,Chrysosplenetin B,,,COc(cc(cc1)C(Oc(c(C2=O)c3O)cc(OC)c3OC)=C2OC)c1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,7-O-methylated flavonoids,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
392,0.4090,37.9872,404.1548,442.1420,WDCBUZQBEHTVMH,61015,"3-{[4-(4-chlorophenoxy)phenyl]amino}-1-(3,4,5-trimethoxyphenyl)propan-1-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
393,0.7570,220.0583,405.1177,625.1760,IPVSUYLZIAYTOK,255892,"Peonidin-3,5-O-di-beta-glucoside M",,,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=CC2=[O+]1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-5-O-glycosides,Anthocyanidins,Flavonoids,Shikimates and Phenylpropanoids
394,0.4090,98.0359,405.1541,503.1900,OUBDJJFZUQGQLU,15222,"[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(5-hydroxy-2-methyl-4-oxochromen-7-yl)oxyoxan-2-yl]methyl (4R)-4-(2-hydroxypropan-2-yl)cyclohexene-1-carboxylate",,,CC1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](COC(=O)C4=CC[C@@H](CC4)C(C)(C)O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,Chromones,Chromanes,Polyketides
395,0.6074,138.0169,405.1542,543.1710,QIXOVYGMZDYDIN,16962,"2H-Pyran-4-acetic acid, 5-carboxy-2-(beta-D-glucopyranosyloxy)-3,4-dihydro-3-(2-hydroxyethylidene)-, alpha-[2-(3,4-dihydroxyphenyl)ethyl] ester, (2S,3Z,4S)-",,,OC\C=C1/[C@@H](O\C=C(/[C@H]1CC(=O)OCCC2=CC(=C(O)C=C2)O)C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
396,0.5521,154.0001,406.3789,560.3790,MWZPHNZNPKKSEI,14674,3-hydroxy-2-[[3-[3-(3-hydroxy-6-methylheptanoyl)oxy-6-methylheptanoyl]oxy-8-methylnonanoyl]amino]propanoic acid,,,CC(C)CCCCC(CC(=O)NC(CO)C(O)=O)OC(=O)CC(CCC(C)C)OC(=O)CC(O)CCC(C)C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,N-acyl amines,Fatty amides,Fatty acids
397,0.6074,154.0599,409.1101,563.1700,RFWGABANNQMHMZ,94023,Oleuropein,,,COC(=O)\C1=C\O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)\C(=C\C)[C@@H]1CC(=O)OCCC3=CC(=C(O)C=C3)O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
398,0.5552,48.0043,409.2557,457.2600,QKUUVGNHUMKUAN,1300,Communesin A (identified trough in silico generated spectrum),,,CC(=O)N6CCC57(c8ccccc8(NC2N(C)c4cccc3C(C1OC1(C)(C))N(CCC25(c34))C67)),Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyridoindoles,Alpha carbolines,Aspidosperma type,Tryptophan alkaloids,Alkaloids
399,0.7388,0.0041,411.1259,411.1300,KFJNVVJUICKJEQ,117262,Aloenin,,,COC1=CC(=O)OC(=C1)C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C(O)C=C2C,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,2-pyrone derivatives,Cyclic polyketides,Polyketides
400,0.4887,302.2419,415.1231,717.3650,RZBFPDQKWUWUCK,254043,Subsessiline,,,COC(=O)C1=C2NC3=CC=CC=C3C22CCN3C2C2(CCOC2C24CC5CC67CCOC6CCN6CCC8(C76)C6=C(N(C2)C58OC34)C(OC)=CC=C6)C1,Organic compounds,Alkaloids and derivatives,Aspidospermatan-type alkaloids,,Aspidospermatan-type alkaloids,Aporphine alkaloids; Aspidosperma type,Tryptophan alkaloids; Tyrosine alkaloids,Alkaloids
401,0.4090,501.4028,415.1232,916.5260,WBPYTXDJUQJLPQ,269776,"2-[(4R,5S,6S,7R,9R,11E,13E,15R,16R)-6-[(2R,3R,4R,5S,6R)-5-[(2S,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-16-ethyl-4-hydroxy-15-[[(2R,3",,,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminoglycosides,Tylosins,Macrolides,Polyketides
402,0.6337,201.9816,415.1384,617.1200,DVGGLGXQSFURLP,131925,Tiliroside,,,OC1=CC=C(C2=C(O[C@H]3O[C@@H](COC(/C=C/C4=CC=C(O)C=C4)=O)[C@@H](O)[C@@H](O)[C@@H]3O)C(C5=C(O)C=C(O)C=C5O2)=O)C=C1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 3-O-p-coumaroyl glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
403,0.4108,122.8367,416.3883,539.2250,JVCNHGXAVMINTN,280966,"(1R,2R,4S,16R,17R,20S)-13,20-dimethoxy-4,7,17,22,22-pentamethyl-11-oxo-5,10,21,23-tetraoxahexacyclo[18.2.1.0,?.0?,?.0?,?.0?,]tricosa-6(14),7,12-trien-2-yl acetate",,,COC1=C2C(=O)OCC2=C(C)C3=C1C[C@H]4[C@](C)(C[C@@H](OC(C)=O)[C@]56O[C@@](CC[C@]45C)(OC)OC6(C)C)O3,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
404,0.6328,926.2888,417.0111,1343.3000,MFJUBYIWHUWRJW,242238,Man-alpha-1-2Man-alpha-1-3Man-alpha-1-6(Man-alpha-1-2Man-alpha-1-3)Man-beta-1-4GlcNAc,,,C(O)C(C5O)OC(C(C(OC(C6OC(C(O)7)OC(CO)C(C7O)O)OC(CO)C(O)C6O)5)O)OCC(O1)C(C(OC(C(OC(C(O)4)OC(C(O)C4O)CO)3)OC(C(O)C3O)CO)C(C1OC(C2O)C(OC(C2NC(C)=O)O)CO)O)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,Polysaccharides,Saccharides,Carbohydrates
